Library,Issue link,id,Buggy API,Bug Type,Release,Created Time,Agreement(round 2),Description,
pytorch,https://github.com/pytorch/pytorch/issues/51663,1,torch.utils.data.dataloader,TypeError,1.7.1,2021-02-03T19:50:36Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/67439,1,torch.utils.data.Dataloader,crash,1.9.0,2021-10-28T12:22:52Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75147,1,torch.utils.data.DataLoader,deadlock,1.11.0,2022-04-02T18:00:03Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/68519,1,torch.utils.data.DataLoader,inconsistent result,1.10.0,2021-11-17T14:07:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/67081,1,torch.utils.dlpack.to_dlpack,inconsistent result,1.10.0,2021-10-22T06:53:15Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/65490,1,torch.utils.mobile_optimizer.optimize_for_mobile,INTERNAL ASSERT FAILED,1.9.1,2021-09-22T19:20:49Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49284,1,torch.utils.tensorboard,performance bug,1.7.0,2020-12-12T14:43:12Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79647,1,torch.utils.tensorboard.add_graph,RuntimeError,1.10.0,2022-06-15T22:10:15Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/61186,1,torch.utils.tensorboard.SummaryWriter,memory leak,1.7.1,2021-07-02T22:35:06Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/57163,1,torch.utils.tensorboard.SummaryWriter.add_graph,Segmentation fault,1.8.1,2021-04-28T17:48:44Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47378,1,torch.vmap,INTERNAL ASSERT FAILED,1.8.0,2020-11-04T19:08:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/59196,1,torch.zeros,memory leak,1.8.1,2021-05-31T07:47:44Z,,,
